BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6639,61,,A9, 1743 EAST 7TH STREET ,,11223,1,0,1,"2,028","1,172",1930, 1 , A9 ," $930,000 ",8/7/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6639,79,,A9, 1705 EAST 7TH ,,11223,1,0,1,"3,635","1,560",1920, 1 , A9 , $-   ,11/26/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6641,28,,A1, 1654 EAST 10 ,,11223,1,0,1,"3,000","1,768",1920, 1 , A1 , $10 ,5/31/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6658,17,,A9, 1776 EAST 2ND STREET ,,11223,1,0,1,"1,960","1,184",1920, 1 , A9 , $-   ,6/27/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6658,20,,A9, 1782 EAST 2ND STREET ,,11223,1,0,1,"1,960","1,184",1920, 1 , A9 , $-   ,11/9/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6660,60,,A5, 1847 EAST 3RD STREET ,,11223,1,0,1,"2,300","2,194",1920, 1 , A5 , $-   ,11/8/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6660,68,,A9, 1825 EAST 3RD STREET ,,11223,1,0,1,"2,300","1,280",1920, 1 , A9 ," $825,000 ",8/29/2018
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6662,46,,A1, 1839 EAST 5TH STREET ,,11223,1,0,1,"2,700","1,468",1920, 1 , A1 , $-   ,7/30/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5353,93,,S2, 473 MC DONALD AVENUE ,,11218,2,1,3,900,"3,200",1930, 1 , S2 ," $1,100,000 ",8/1/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5355,19,,B3, 406 EAST 4TH STREET ,,11218,2,0,2,"3,000","1,774",1925, 1 , B3 ," $900,000 ",10/4/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5355,60,,B3, 427 EAST 3RD STREET ,,11218,2,0,2,"2,500","1,965",1910, 1 , B3 , $-   ,8/16/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5356,68,,B2, 419 EAST 4TH STREET ,,11218,2,0,2,"3,000","2,560",1930, 1 , B2 ," $2,600,000 ",6/28/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5356,68,,B2, 419 EAST 4TH STREET ,,11218,2,0,2,"3,000","2,560",1930, 1 , B2 , $-   ,1/29/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5356,71,,B2, 409 E 4TH STREET ,,11218,2,0,2,"3,000","2,560",1930, 1 , B2 ," $1,300,000 ",8/6/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5359,35,,B3, 334 EAST 8TH STREET ,,11218,2,0,2,"2,852","1,660",1920, 1 , B3 , $-   ,8/2/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5359,35,,B3, 334 EAST 8TH STREET ,,11218,2,0,2,"2,852","1,660",1920, 1 , B3 ," $999,999 ",10/9/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5359,39,,B1, 338 E 8TH STREET ,,11218,2,0,2,"3,254","2,472",1930, 1 , B1 ," $1,400,000 ",10/16/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5359,40,,B1, 342 E 8TH ,,11218,2,0,2,"3,254","2,472",1930, 1 , B1 ," $1,400,000 ",10/16/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5360,1,,B9, 802 BEVERLEY ROAD ,,11218,2,0,2,"2,000","3,420",1901, 1 , B9 , $-   ,9/5/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5360,3,,B2, 808 BEVERLY RD ,,11218,2,0,2,"4,000","2,430",1910, 1 , B2 ," $1,350,000 ",10/29/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5361,11,,S2, 580 CONEY ISLAND AVENUE ,,11218,2,1,3,"1,240","4,400",1910, 1 , S2 , $20 ,4/4/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5361,30,,S2, 624 CONEY ISLAND AVENUE ,,11218,2,1,3,"1,200","4,400",1899, 1 , S2 ," $1,300,000 ",8/22/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5370,18,,B2, 466 E. 2ND STREET ,,11218,2,0,2,"3,000","2,325",1920, 1 , B2 ," $1,130,500 ",4/15/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5370,41,,B1, 526 EAST 2ND STREET ,,11218,2,0,2,"3,135","2,640",1925, 1 , B1 , $-   ,12/11/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5371,24,,B1, 524 EAST 3RD ST ,,11218,2,0,2,"2,500","2,600",1925, 1 , B1 , $-   ,12/13/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5371,30,,B1, 536 EAST 3RD STREET ,,11218,2,0,2,"2,500","2,600",1925, 1 , B1 ," $360,000 ",8/2/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5371,70,,B2, 477 EAST 2ND ,,11218,2,0,2,"3,058","2,596",1925, 1 , B2 , $-   ,7/3/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5372,50,,B1, 559 EAST 3RD STREET ,,11218,2,0,2,"2,500","2,360",1925, 1 , B1 , $-   ,8/8/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5372,52,,B1, 553 EAST 3RD STREET ,,11218,2,0,2,"2,500","2,360",1925, 1 , B1 ," $1,300,000 ",5/8/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5372,52,,B1, 553 EAST 3RD STREET ,,11218,2,0,2,"2,500","2,360",1925, 1 , B1 , $-   ,6/19/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5372,53,,B1, 551 EAST 3RD STREET ,,11218,2,0,2,"2,500","2,360",1925, 1 , B1 , $-   ,12/12/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5373,53,,B1, 555 EAST 4TH STREET ,,11218,2,0,2,"2,000","2,096",1925, 1 , B1 , $-   ,2/26/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5373,54,,B1, 553 EAST 4TH STREET ,,11218,2,0,2,"2,000","2,096",1925, 1 , B1 , $-   ,7/17/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5376,3,,B3, 706 AVENUE C ,,11218,2,0,2,"1,880","1,987",1925, 1 , B3 , $-   ,4/9/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5378,62,,B2, 365 EAST 9TH STREET ,,11218,2,0,2,"2,000","2,040",1925, 1 , B2 ," $789,000 ",7/26/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5386,28,,B3, 622 EAST 3RD STREET ,,11218,2,0,2,"3,000","1,719",1910, 1 , B3 , $-   ,9/6/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5386,33,,B1, 634 EAST 3RD STREET ,,11218,2,0,2,"2,000","1,976",1910, 1 , B1 , $-   ,4/3/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5386,56,,B2, 615 EAST 2ND STREET ,,11218,2,0,2,"2,000","2,118",1910, 1 , B2 , $10 ,8/14/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5387,36,,B2, 640 EAST 4TH STREET ,,11218,2,0,2,"3,400","2,842",1920, 1 , B2 ," $1,250,000 ",10/23/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5387,62,,B2, 637 EAST 3 STREET ,,11218,2,0,2,"3,000","1,052",1920, 1 , B2 ," $1,100,000 ",11/1/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5387,73,,B2, 617 EAST 3RD STREET ,,11218,2,0,2,"3,000","2,628",1920, 1 , B2 , $-   ,12/31/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5387,76,,B2, 613 EAST 3RD STREET ,,11218,2,0,2,"3,000","2,628",1920, 1 , B2 ," $1,150,000 ",2/8/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5389,79,,B2, 605 EAST 5TH STREET ,,11218,2,0,2,"2,500","1,814",1910, 1 , B2 , $-   ,2/5/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5390,35,,B2, 596 EAST 7 STREET ,,11218,2,0,2,"3,500","2,477",1920, 1 , B2 ," $1,290,000 ",10/4/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5395,57,,B3, 107 AVENUE F ,,11218,2,0,2,"1,825","1,728",1920, 1 , B3 , $-   ,5/4/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5397,39,,B1, 744 EAST 4TH STREET ,,11218,2,0,2,"2,567","2,544",1925, 1 , B1 , $-   ,10/26/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5402,43,,B1, 625-627 EAST 8TH STREET ,,11218,2,0,2,"4,300","3,120",1930, 1 , B1 , $-   ,2/14/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5403,49,,B3, 555 EAST 9TH STREET ,,11218,2,0,2,"4,800","2,014",1925, 1 , B3 ," $1,500,000 ",11/27/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5409,54,,B1, 761 EAST 2ND STREET ,,11218,2,0,2,"3,000","2,680",1925, 1 , B1 ," $600,000 ",2/4/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5409,54,,B1, 761 EAST 2ND STREET ,,11218,2,0,2,"3,000","2,680",1925, 1 , B1 ," $600,000 ",2/6/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5409,61,,B1, 745 EAST 2ND STREET ,,11218,2,0,2,"2,600","2,320",1925, 1 , B1 , $-   ,12/21/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5410,21,,B3, 775 EAST 3RD STREET ,,11218,2,0,2,"3,000","1,680",1925, 1 , B3 , $-   ,5/28/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5411,15,,B3, 773 EAST 4TH STREET ,,11218,2,0,2,"3,000","2,810",1920, 1 , B3 ," $1,600,000 ",3/13/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5415,44,,B1, 77 WEBSTER AVENUE ,,11230,2,0,2,"1,995","2,240",1925, 1 , B1 , $-   ,12/8/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5416,105,,B3, 153 WEBSTER AVENUE ,,11230,2,0,2,"3,587","1,055",1910, 1 , B3 , $-   ,12/24/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5421,58,,B1, 277 NEWKIRK AVENUE ,,11230,2,0,2,"1,911","2,398",1965, 1 , B1 ," $1,150,000 ",9/20/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5428,70,,B3, 811 FOSTER AVE ,,11230,2,0,2,"2,003","1,470",1920, 1 , B3 ," $1,220,000 ",6/18/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5428,90,,B1, 703 FOSTER AVENUE ,,11230,2,0,2,"2,504","2,200",1925, 1 , B1 , $-   ,10/5/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5429,38,,B2, 927 FOSTER AVENUE ,,11230,2,0,2,"3,333","2,960",1910, 1 , B2 ," $950,000 ",5/1/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,5495,805,,B1, 4820 BAY PARKWAY ,,11230,2,0,2,"3,000","1,526",1930, 1 , B1 , $-   ,12/22/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6495,45,,B3, 893 EAST 7TH STREET ,,11230,2,0,2,"2,565","1,388",1925, 1 , B3 ," $1,020,000 ",10/30/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6496,25,,B3, 758 EAST 9TH STREET ,,11230,2,0,2,"2,020","1,801",1925, 1 , B3 , $1 ,6/13/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6496,52,,B3, 803 EAST 8TH STREET ,,11230,2,0,2,"2,333","1,730",1925, 1 , B3 , $-   ,11/15/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6496,52,,B3, 803 EAST 8TH STREET ,,11230,2,0,2,"2,333","1,730",1925, 1 , B3 , $-   ,2/21/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6496,54,,B3, 795 EAST 8TH STREET ,,11230,2,0,2,"2,333","2,550",1925, 1 , B3 ," $1,300,000 ",5/16/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6504,21,,B1, 982 EAST 2ND STREET ,,11230,2,0,2,"1,980","1,440",1930, 1 , B1 ," $860,000 ",5/30/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6505,12,,B3, 224 ELMWOOD AVENUE ,,11230,2,0,2,"1,738","1,496",1945, 1 , B3 ," $960,000 ",11/6/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6509,46,,B3, 621 AVENUE I ,,11230,2,0,2,"4,000","2,880",1920, 1 , B3 ," $2,700,000 ",5/29/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6510,60,,B2, 975 EAST 7TH STREET ,,11230,2,0,2,"3,615","2,360",1925, 1 , B2 , $-   ,7/23/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6511,37,,B2, 874 EAST 9TH STREET ,,11230,2,0,2,"7,000","3,920",1925, 1 , B2 ," $6,500,000 ",1/22/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6516,57,,B2, 1097 EAST 3RD STREET ,,11230,2,0,2,"3,333","2,048",1930, 1 , B2 ," $40,000 ",6/26/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6516,57,,B2, 1097 EAST 3RD STREET ,,11230,2,0,2,"3,333","2,048",1930, 1 , B2 , $-   ,1/15/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6516,57,,B2, 1097 EAST 3RD STREET ,,11230,2,0,2,"3,333","2,048",1930, 1 , B2 ," $40,000 ",6/26/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6521,25,,B2, 946 EAST 9TH STREET ,,11230,2,0,2,"4,000","2,942",1930, 1 , B2 , $-   ,2/14/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6525,13,,B2, 1132 EAST 3RD STREET ,,11230,2,0,2,"2,800","2,810",1925, 1 , B2 , $-   ,2/21/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6525,13,,B2, 1132 EAST 3RD STREET ,,11230,2,0,2,"2,800","2,810",1925, 1 , B2 ," $1,650,000 ",6/26/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6527,72,,B3, 1045 OCEAN PARKWAY ,,11230,2,0,2,"3,975","3,528",1930, 1 , B3 , $-   ,7/20/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6528,46,,B2, 719 AVENUE K ,,11230,2,0,2,"4,000","3,680",1920, 1 , B2 , $-   ,10/24/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6531,40,,S2, 1430 CONEY ISLAND AVENUE ,,11230,2,1,3,"2,025","2,560",1930, 1 , S2 , $-   ,10/23/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6534,19,,B2, 1130 EAST 9TH STREET ,,11230,2,0,2,"3,558","2,436",1930, 1 , B2 ," $1,875,000 ",12/31/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6534,21,,B2, 1134 EAST 9TH STREET ,,11230,2,0,2,"3,558","2,436",1930, 1 , B2 ," $1,190,000 ",11/1/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6534,73,,B1, 1147 EAST 8TH STREET ,,11230,2,0,2,"4,000","2,772",1925, 1 , B1 ," $2,200,000 ",8/22/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6535,54,,B2, 1175 EAST 9TH STREET ,,11230,2,0,2,"3,775","3,648",1930, 1 , B2 , $-   ,7/11/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6541,41,,S2, 1278 OCEAN PARKWAY ,,11230,2,1,3,"3,088","5,376",1979, 1 , S2 , $-   ,12/27/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6542,23,,B2, 1324 EAST 7TH STREET ,,11230,2,0,2,"2,750","2,480",1925, 1 , B2 , $-   ,10/22/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6543,45,,B3, 727 AVENUE M ,,11230,2,0,2,"1,627","2,460",1930, 1 , B3 , $-   ,2/5/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6544,15,,B3, 1216 EAST 9TH STREET ,,11230,2,0,2,"2,000","1,728",1925, 1 , B3 , $-   ,12/14/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6544,36,,B2, 1266 EAST 9TH STREET ,,11230,2,0,2,"3,333","2,852",1925, 1 , B2 ," $2,000,000 ",7/24/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6545,36,,B2, 1272 EAST 10TH STREET ,,11230,2,0,2,"4,000","2,852",1910, 1 , B2 ," $2,040,000 ",1/14/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6545,42,,B2, 1286 EAST 10TH STREET ,,11230,2,0,2,"2,542","2,320",1915, 1 , B2 , $-   ,1/4/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6545,42,,B2, 1286 EAST 10TH STREET ,,11230,2,0,2,"2,542","2,320",1915, 1 , B2 ," $1,435,000 ",12/4/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6546,85,,B1, 1203 EAST 10TH STREET ,,11230,2,0,2,"2,800","2,280",1930, 1 , B1 , $-   ,7/11/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6564,40,,B3, 1440 EAST 2ND STREET ,,11230,2,0,2,"2,809","1,564",1920, 1 , B3 , $-   ,11/14/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6565,2,,S2, 204 AVENUE M ,,11230,2,1,3,"2,000","2,600",1931, 1 , S2 , $-   ,7/3/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6565,58,,B3, 1441 EAST 2ND STREET ,,11230,2,0,2,"3,013","1,800",1920, 1 , B3 , $-   ,5/3/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6565,120,,B3, 1420 EAST 3RD STREET ,,11230,2,0,2,"1,516","1,206",1915, 1 , B3 , $-   ,2/14/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6567,22,,B2, 1420 EAST 5TH STREET ,,11230,2,0,2,"2,717","2,400",1930, 1 , B2 , $-   ,8/13/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6567,22,,B2, 1420 EAST 5TH STREET ,,11230,2,0,2,"2,717","2,400",1930, 1 , B2 , $-   ,8/13/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6568,48,,B1, 1392 OCEAN PARKWAY ,,11230,2,0,2,"4,620","3,064",1930, 1 , B1 , $-   ,5/30/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6569,24,,B1, 1420 EAST 7TH STREET ,,11230,2,0,2,"3,400","2,940",1930, 1 , B1 , $-   ,1/22/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6570,32,,B3, 1360 EAST 8TH STREET ,,11230,2,0,2,"2,410","1,508",1920, 1 , B3 ," $1,250,000 ",12/6/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6571,62,,B2, 1371 EAST 8TH STREET ,,11230,2,0,2,"2,500","2,320",1925, 1 , B2 , $-   ,12/11/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6571,67,,B2, 1359 E. 8TH STREET ,,11230,2,0,2,"2,500","2,320",1925, 1 , B2 , $-   ,5/30/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6571,81,,B2, 1317A EAST 8TH STREET ,,11230,2,0,2,"3,000","1,710",1925, 1 , B2 , $-   ,7/12/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6572,8,,B1, 918 AVE M ,,11230,2,0,2,"2,133","2,400",1920, 1 , B1 , $-   ,4/13/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6572,9,,B1, 920 AVENUE M ,,11230,2,0,2,"1,600","3,600",1920, 1 , B1 , $-   ,10/9/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6572,21,,B1, 1336 EAST 10TH STREET ,,11230,2,0,2,"2,450","2,816",1925, 1 , B1 , $-   ,1/4/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6572,76,,B1, 1333 EAST 9TH STREET ,,11230,2,0,2,"4,000","2,204",1910, 1 , B1 ," $995,000 ",5/31/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6583,51,,B2, 1554 EAST 2ND STREET ,,11230,2,0,2,"3,360","2,720",1930, 1 , B2 , $-   ,3/6/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6583,179,,B1, 109 RYDER AVENUE ,,11230,2,0,2,"2,432","2,080",1930, 1 , B1 ," $825,000 ",6/18/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6584,39,,B2, 1558 EAST 3RD STREET ,,11230,2,0,2,"2,731","2,544",1930, 1 , B2 , $-   ,1/14/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6585,15,,B2, 1506 EAST 4TH STREET ,,11230,2,0,2,"2,800","2,560",1925, 1 , B2 ," $1,500,000 ",9/21/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6585,31,,B3, 1542 EAST 4TH STREET ,,11230,2,0,2,"2,500","2,300",1930, 1 , B3 , $-   ,12/11/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6585,90,,B1, 1505 E 3RD STREET ,,11230,2,0,2,"3,000","4,080",1930, 1 , B1 ," $1,350,000 ",5/2/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6587,1,,B2, 502 AVENUE N ,,11230,2,0,2,"2,660","3,080",1930, 1 , B2 ," $1,838,000 ",7/24/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6588,15,,B1, 1494 EAST 7TH STREET ,,11230,2,0,2,"4,400","3,220",1930, 1 , B1 , $-   ,3/13/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6588,15,,B1, 1494 EAST 7TH STREET ,,11230,2,0,2,"4,400","3,220",1930, 1 , B1 ," $3,500,000 ",3/28/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6588,66,,B1, 1485 OCEAN PARKWAY ,,11230,2,0,2,"4,050","2,772",1925, 1 , B1 , $-   ,7/18/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6590,12,,S2, 1414 EAST 9TH STREET ,,11230,2,1,3,"4,000","4,860",1970, 1 , S2 , $-   ,1/7/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6592,1,,B3, 1002 AVENUE N ,,11230,2,0,2,"6,000","2,522",1930, 1 , B3 , $-   ,9/13/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6609,62,,B2, 1647 EAST 2ND STREET ,,11230,2,0,2,"2,882","2,160",1920, 1 , B2 ," $975,000 ",5/24/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6609,62,,B2, 1647 EAST 2ND STREET ,,11230,2,0,2,"2,882","2,160",1920, 1 , B2 ," $61,450 ",9/13/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6609,67,,B1, 1637 EAST 2ND STREET ,,11230,2,0,2,"3,390","2,600",1920, 1 , B1 , $-   ,5/9/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6611,12,,B1, 1610 EAST 5TH ST. ,,11230,2,0,2,"3,200","4,368",1940, 1 , B1 ," $2,350,000 ",3/28/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6611,12,,B1, 1610 EAST 5TH STREET ,,11230,2,0,2,"3,200","4,368",1940, 1 , B1 , $-   ,8/29/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6611,88,,B1, 1605 EAST 4TH   STREET ,,11230,2,0,2,"2,000","2,880",1935, 1 , B1 , $-   ,6/7/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6612,90,,B2, 1623 EAST 5TH STREET ,,11230,2,0,2,"2,750","2,560",1920, 1 , B2 ," $1,575,000 ",6/12/2018
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6613,64,,B2, 1589 OCEAN PARKWAY ,,11230,2,0,2,"6,000","3,588",1935, 1 , B2 , $-   ,4/5/2019
